depth,BT,BSAL,SSAL,SST,chla,month,season,SBFDESED,SEDSIZE,SUBREGION2,BENHAB,SBFDEPTH,SBF.GRP,LPI
20,21.3,31.354,30.888,21.1,3.19081854820251,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
23,18.81,31.705,31.705,18.81,4.33257532119751,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
130,13.6,35.751,33.868,20.7,0.384645700454712,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
29,13.04,32.015,32.037,13.36,1.39431929588318,10,FALL,ModerateFlatGravel,0.5,SouthernNewEngland,SNE_317,Moderate Flat,MidFlat,MidLandPosition
52,15.1,32.442,32.429,15.6,2.97279262542725,10,FALL,ShallowDepressionSand,0.35,GulfofMaine,GOM_557,Shallow Depression,Depression,LowLandPosition
26,19.2,32.456,32.292,19.28,1.30585300922394,9,FALL,ModerateFlatSand,0.48,SouthernNewEngland,SNE_317,Moderate Flat,MidFlat,MidLandPosition
53,9.97,33.113,32.712,20.29,0.833626925945282,9,FALL,ModerateDepressionSand,0.48,SouthernNewEngland,SNE_6,Moderate Depression,Depression,LowLandPosition
79,9.54,32.482,31.141,10.3,1.60936725139618,11,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_9,High Flat,HighFlat,HighLandPosition
23,18.29,32.336,32.305,19.09,3.38533020019531,9,FALL,ShallowDepressionSand,0.36,SouthernNewEngland,SNE_36,Shallow Depression,Depression,LowLandPosition
59,14.74,33.64,34.559,20.24,0.455361187458038,9,FALL,ModerateFlatSand,0.17,SouthernNewEngland,SNE_381,Moderate Flat,MidFlat,MidLandPosition
29,17.79,32.463,32.084,19.33,3.73752546310425,10,FALL,ModerateDepressionGravel,0.5,SouthernNewEngland,SNE_873,Moderate Depression,Depression,LowLandPosition
206,7.93,34.373,32.669,11.61,1.29819977283478,10,FALL,HighFlatSand,0.17,GulfofMaine,GOM_5,High Flat,HighFlat,HighLandPosition
193,8.8,34.554,32.446,14.9,2.14578056335449,10,FALL,DeeperDepressionSand,0.17,GulfofMaine,GOM_5,Deeper Depression,Depression,LowLandPosition
22,20.48,30.91,30.78,24.23,4.83860397338867,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
222,7.86,34.412,32.747,10.86,1.29819977283478,10,FALL,HighFlatSilt/Mud,0.03,GulfofMaine,GOM_247,High Flat,HighFlat,HighLandPosition
72,15.81,35.053,34.732,20.55,1.02025055885315,10,FALL,ModerateFlatSand,0.17,SouthernNewEngland,SNE_381,Moderate Flat,MidFlat,MidLandPosition
235,7.78,34.304,32.576,14.8,1.42959713935852,10,FALL,DeeperDepressionSilt/Mud,0.03,GulfofMaine,GOM_247,Deeper Depression,Depression,LowLandPosition
26,17.6,32.627,32.17,22.4,0.782717645168304,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
132,14.76,35.857,33.228,26.14,0.321173101663589,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
24,17.35,32.382,31.885,22.75,3.00614857673645,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
120,14.1,35.728,34.145,21.04,0.547039031982422,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
36,14.83,31.716,29.57,21.22,2.68591356277466,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
170,11.3,35.317,31.764,16.5,0.965913891792297,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
57,8.7,32.4,31.347,21.8,0.289877653121948,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
101,11.39,34.004,33.422,12.25,1.70790493488312,10,FALL,SomewhatDeepDepressionSilt/,0.03,GulfofMaine,GOM_247,Somewhat Deep Depression,Depression,LowLandPosition
43,10.93,32.494,32.693,22.42,0.376623958349228,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
45,10.35,32.792,30.909,28.21,0.481862038373947,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
34,18.56,33.719,33.011,18.45,1.9679673910141,10,FALL,HighFlatGravel,0.5,SouthernNewEngland,SNE_6,High Flat,HighFlat,HighLandPosition
201,7.28,34.204,32.372,13.5,1.69120061397552,10,FALL,DeeperDepressionSilt/Mud,0.03,GulfofMaine,GOM_247,Deeper Depression,Depression,LowLandPosition
58,13,31.83,31.819,13.9,0.940050423145294,10,FALL,ShallowFlatSand,0.35,GulfofMaine,GOM_557,Shallow Flat,MidFlat,MidLandPosition
146,4.92,32.883,32.467,11.38,1.30959284305573,10,FALL,DeeperDepressionSand,0.35,GulfofMaine,GOM_5,Deeper Depression,Depression,LowLandPosition
49,12.23,32.42,32.015,16.32,1.42556202411652,10,FALL,ModerateFlatSand,0.17,SouthernNewEngland,SNE_381,Moderate Flat,MidFlat,MidLandPosition
79,8.75,33.054,32.516,13.6,2.13554763793945,10,FALL,SomewhatDeepFlatSand,0.35,GulfofMaine,GOM_9/133/183/1451,Somewhat Deep Flat,MidFlat,MidLandPosition
97,7.9,32.882,32.502,14.8,0.757722914218903,9,FALL,SomewhatDeepDepressionGrave,0.5,GulfofMaine,GOM_7,Somewhat Deep Depression,Depression,LowLandPosition
83,7.7,32.56,31.942,13,1.73790037631989,10,FALL,SideSlopeSilt/Mud,0.03,GulfofMaine,GOM_1,Side Slope,HighSlope,HighLandPosition
163,6.56,33.399,33.412,11.86,0.880022943019867,11,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
190,7.73,34.341,33.008,11.78,0.919654786586761,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
132,14.33,35.726,36.129,26.67,0.331580489873886,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
300,8.8,35.156,33.216,14.23,1.38677203655243,10,FALL,DeepestDepressionSand,0.17,GulfofMaine,GOM_8,Deepest Depression,Depression,LowLandPosition
68,7.9,32.158,30.805,20.8,0.332746624946594,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
20,23.4,31.023,30.583,23.58,1.96406769752502,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
43,12.4,32.582,32.496,20.4,0.782717645168304,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
72,16.32,33.561,32.611,16.5,1.02909374237061,10,FALL,ShallowFlatSand,0.35,GulfofMaine,GOM_557,Shallow Flat,MidFlat,MidLandPosition
25,21.8,31.568,31.573,22.53,1.64099550247192,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
188,8.42,34.526,32.829,13.59,1.38709855079651,10,FALL,HighFlatSand,0.17,GulfofMaine,GOM_5,High Flat,HighFlat,HighLandPosition
46,14.8,31.781,31.738,15.2,2.33551168441772,10,FALL,ShallowDepressionSand,0.36,GulfofMaine,GOM_1451,Shallow Depression,Depression,LowLandPosition
50,13.2,32.909,32.53,17.7,2.30587577819824,9,FALL,ModerateDepressionSand,0.36,SouthernNewEngland,SNE_82,Moderate Depression,Depression,LowLandPosition
265,7.02,34.167,32.662,10.57,1.04476273059845,11,FALL,HighFlatSilt/Mud,0.03,GulfofMaine,GOM_247,High Flat,HighFlat,HighLandPosition
219,12.53,35.011,36.187,23.95,0.946962177753448,10,FALL,SideSlopeSand,0.35,GulfofMaine,GOM_5,Side Slope,HighSlope,HighLandPosition
71,12.22,33.642,34.5,20.21,0.902689218521118,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
95,9.7,33.419,33.057,13.7,2.06318712234497,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
170,9.05,33.651,32.591,10.81,0.983804225921631,11,FALL,DeeperDepressionSilt/Mud,0.03,GulfofMaine,GOM_247,Deeper Depression,Depression,LowLandPosition
177,13.24,35.681,35.606,25.85,0.946939170360565,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
118,13.23,35.653,33.975,22.48,0.207487538456917,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
133,7.63,33.155,32.444,14.28,0.769925117492676,10,FALL,DeepDepressionGravel,0.5,GulfofMaine,GOM_7,Deep Depression,Depression,LowLandPosition
263,9.71,35.277,35.245,19.16,0.538240492343903,10,FALL,SideSlopeGravel,0.5,GulfofMaine,GOM_7,Side Slope,HighSlope,HighLandPosition
19,19.07,31.939,31.441,18.93,1.82569873332977,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
101,10.67,33.688,32.87,14.14,1.26197123527527,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
50,8.79,33.259,32.448,24.47,0.696369171142578,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
50,14.98,33.65,33.28,21.19,0.490714102983475,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
32,9.87,32.548,32.036,18.68,1.42845726013184,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
15,22.7,31.336,31.274,22.77,3.63911700248718,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
209,9.1,34.964,33.48,12.2,2.10168027877808,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
61,14.95,32.196,32.179,15.01,1.33210599422455,10,FALL,ShallowFlatSand,0.35,GulfofMaine,GOM_557,Shallow Flat,MidFlat,MidLandPosition
56,8.94,32.555,31.742,24.62,0.697367429733276,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
43,10.48,32.73,31.167,28.58,0.481862038373947,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
32,15.57,33.716,33.367,25.12,0.509919404983521,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
22,21.34,31.734,31.071,21.47,1.19009780883789,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
23,19.14,33.045,31.605,19.08,2.4486997127533,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
30,16.09,32.189,31.36,19.53,1.5943398475647,9,FALL,HighFlatGravel,0.5,SouthernNewEngland,SNE_873,High Flat,HighFlat,HighLandPosition
34,10.96,31.754,31.652,11.19,13.4973020553589,11,FALL,VeryShallowFlatSilt/Mud,0.03,GulfofMaine,GOM_8,Very Shallow Flat,MidFlat,MidLandPosition
26,21.04,31.332,31.325,21.19,1.90728557109833,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
328,9.1,35.219,35.451,21,0.302186995744705,10,FALL,SideSlopeSand,0.35,GulfofMaine,GOM_5,Side Slope,HighSlope,HighLandPosition
88,13.87,35.299,33.035,21.95,0.519316911697388,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
27,18.8,32.284,31.841,21.1,1.89916658401489,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
45,16.7,32.569,32.567,16.7,2.27817225456238,10,FALL,ShallowDepressionGravel,0.5,GulfofMaine,GOM_9,Shallow Depression,Depression,LowLandPosition
46,13.49,32.199,32.219,13.64,2.58593702316284,10,FALL,ShallowDepressionGravel,0.5,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
141,6.2,33.391,32.336,10.6,2.21528100967407,11,FALL,SideSlopeGravel,0.5,GulfofMaine,GOM_12,Side Slope,SideSlope,MidLandPosition
192,10.06,34.713,32.708,12.34,1.518647,11,FALL,DeeperDepressionSand,0.48,GulfofMaine,GOM_5,Deeper Depression,Depression,LowLandPosition
20,23.24,31.613,31.605,23.26,1.53951871395111,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
156,13.4,35.702,33.689,22.3,0.626115560531616,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
210,8.93,34.585,33.341,11.52,1.176653,11,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
190,6.31,33.557,31.812,11.04,0.96954745054245,11,FALL,DeeperFlatSilt/Mud,0.03,GulfofMaine,GOM_247,Deeper Flat,MidFlat,MidLandPosition
40,15.91,32.819,32.817,15.93,2.55263042449951,10,FALL,ModerateFlatGravel,0.5,SouthernNewEngland,SNE_317,Moderate Flat,MidFlat,MidLandPosition
144,7.77,33.179,32.401,11.67,1.184018,11,FALL,DeepDepressionSilt/Mud,0.03,GulfofMaine,GOM_7,Deep Depression,Depression,LowLandPosition
97,7.59,33.326,32.366,15.35,1.94966673851013,10,FALL,SomewhatDeepFlatSand,0.35,GulfofMaine,GOM_9/133/183/1451,Somewhat Deep Flat,MidFlat,MidLandPosition
37,16.91,32.466,31.804,18.55,0.961235702037811,9,FALL,ShallowDepressionSand,0.35,SouthernNewEngland,SNE_949,Shallow Depression,Depression,LowLandPosition
107,7.57,33.688,31.349,11.77,1.20218634605408,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
86,14.6,35.761,34.814,20.1,1.33805847167969,10,FALL,SomewhatDeepFlatSand,0.17,SouthernNewEngland,SNE_66,Somewhat Deep Flat,MidFlat,MidLandPosition
37,16.3,32.408,32.413,16.4,2.32186341285706,10,FALL,VeryShallowDepressionSand,0.35,GulfofMaine,GOM_557,Very Shallow Depression,Depression,LowLandPosition
41,9.8,31.688,30.413,22.9,0.486473143100739,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
129,12.86,35.655,34.172,18.92,0.745153605937958,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
49,11.18,32.928,32.82,15.17,4.01303577423096,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_9,High Flat,HighFlat,HighLandPosition
37,15.36,32.648,32.322,22.48,0.767051458358765,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
93,11.64,32.881,32.739,12.54,1.86619830131531,11,FALL,SomewhatDeepDepressionGrave,0.5,GulfofMaine,GOM_7,Somewhat Deep Depression,Depression,LowLandPosition
26,15.5,32.109,32.105,15.58,1.96742808818817,10,FALL,ModerateDepressionSand,0.36,SouthernNewEngland,SNE_36,Moderate Depression,Depression,LowLandPosition
251,9.82,35.179,32.515,11.53,0.9747872,11,FALL,DeepestDepressionGravel,0.5,GulfofMaine,GOM_7,Deepest Depression,Depression,LowLandPosition
89,11.93,33.26,33.26,11.89,2.62235999107361,11,FALL,LowSlopeGravel,0.5,GulfofMaine,GOM_2,Low Slope,LowSlope,LowLandPosition
92,11.6,32.776,32.529,13.53,1.43428444862366,10,FALL,SomewhatDeepDepressionSand,0.17,GulfofMaine,GOM_12,Somewhat Deep Depression,Depression,LowLandPosition
75,12.54,34.662,34.015,21.54,0.421960949897766,9,FALL,ModerateFlatSand,0.17,SouthernNewEngland,SNE_381,Moderate Flat,MidFlat,MidLandPosition
40,9.04,31.965,31.365,15.17,10.1591300964355,10,FALL,VeryShallowDepressionGravel,0.5,GulfofMaine,GOM_18,Very Shallow Depression,Depression,LowLandPosition
143,4.72,32.969,31.932,14.3,0.930915296077728,10,FALL,DeepDepressionSand,0.35,GulfofMaine,GOM_7,Deep Depression,Depression,LowLandPosition
85,11.02,32.755,32.529,11.54,1.311354,11,FALL,SomewhatDeepFlatGravel,0.5,GulfofMaine,GOM_1078,Somewhat Deep Flat,MidFlat,MidLandPosition
34,15.21,32.869,32.248,19.65,0.821584105491638,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
50,11.6,32.675,31.834,20.38,0.891335129737854,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
35,14.98,32.246,32.036,17.51,2.58593702316284,10,FALL,ShallowDepressionSand,0.17,SouthernNewEngland,SNE_390,Shallow Depression,Depression,LowLandPosition
208,9.6,34.9,32.204,15.4,1.81166899204254,10,FALL,DeeperDepressionSilt/Mud,0.03,GulfofMaine,GOM_247,Deeper Depression,Depression,LowLandPosition
42,14.82,32.379,31.98,17.92,9.66744041442871,10,FALL,ShallowDepressionSand,0.17,SouthernNewEngland,SNE_390,Shallow Depression,Depression,LowLandPosition
42,14.84,32.642,31.496,18.54,1.29921901226044,9,FALL,ModerateFlatSand,0.48,SouthernNewEngland,SNE_317,Moderate Flat,MidFlat,MidLandPosition
39,11.17,32.206,31.938,11.68,1.84202373027802,10,FALL,VeryShallowDepressionSand,0.48,GulfofMaine,GOM_557,Very Shallow Depression,Depression,LowLandPosition
100,12.96,35.486,34.493,23.47,0.421960949897766,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
62,9.14,32.48,33.606,25.07,0.264001846313477,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
75,13.93,33.189,32.968,15.54,2.35655117034912,10,FALL,ModerateFlatSand,0.36,GulfofMaine,GOM_91,Moderate Flat,MidFlat,MidLandPosition
77,13,32.989,32.688,16.41,1.42064237594604,10,FALL,ModerateFlatSand,0.48,GulfofMaine,GOM_557,Moderate Flat,MidFlat,MidLandPosition
84,11.65,32.508,32.157,15.33,2.54941177368164,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_9,High Flat,HighFlat,HighLandPosition
61,10.51,33.414,32.948,21.75,0.313230007886887,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
34,12.68,32.823,32.876,13.76,1.20845103263855,10,FALL,HighFlatGravel,0.5,SouthernNewEngland,SNE_6,High Flat,HighFlat,HighLandPosition
83,9.02,33.531,33.202,11.65,0.880022943019867,11,FALL,SideSlopeGravel,0.5,GulfofMaine,GOM_12,Side Slope,HighSlope,HighLandPosition
34,11.2,31.454,30.566,20.9,0.486473143100739,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
141,12.72,35.631,32.926,24.58,0.349046885967255,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
160,6.4,33.058,32.368,12.06,2.753163,11,FALL,DeeperDepressionSand,0.35,GulfofMaine,GOM_5,Deeper Depression,Depression,LowLandPosition
40,15.93,31.981,31.98,15.87,3.74696946144104,10,FALL,LowSlopeSand,0.35,GulfofMaine,GOM_557,Low Slope,Depression,LowLandPosition
62,20.56,35.145,34.835,20.19,1.52199900150299,10,FALL,HighFlatSand,0.36,SouthernNewEngland,SNE_82,High Flat,HighFlat,HighLandPosition
234,8.31,34.388,33.391,11.46,1.176653,11,FALL,DeeperDepressionSilt/Mud,0.03,GulfofMaine,GOM_247,Deeper Depression,Depression,LowLandPosition
111,10.84,34.02,32.833,13.58,1.60694253444672,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
31,12.4,31.309,30.438,21.2,0.486473143100739,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
208,9.17,34.96,32.921,15.84,2.03433179855347,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
43,16.29,32.95,32.939,22.27,0.490714102983475,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
47,11.89,32.593,31.862,18.46,0.961235702037811,9,FALL,HighFlatSand,0.48,SouthernNewEngland,SNE_6,High Flat,HighFlat,HighLandPosition
220,7,34.298,32.087,9,1.29284060001373,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
27,18.5,32.488,32.479,18.5,3.35390520095825,10,FALL,ModerateDepressionGravel,0.5,SouthernNewEngland,SNE_873,Moderate Depression,Depression,LowLandPosition
77,10.68,32.727,32.332,14.55,1.917624,11,FALL,HighFlatSand,0.35,GulfofMaine,GOM_1,High Flat,HighFlat,HighLandPosition
41,16.27,32.632,31.696,17.42,2.03406023979187,10,FALL,ShallowDepressionSand,0.17,SouthernNewEngland,SNE_390,Shallow Depression,Depression,LowLandPosition
214,8.23,34.35,32.012,17.52,1.24078798294067,10,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
50,11,33.497,33.354,21.18,1.03075790405273,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
65,9.84,33.545,33.978,21.71,0.415983557701111,9,FALL,ModerateFlatSilt/Mud,0.03,SouthernNewEngland,SNE_36,Moderate Flat,MidFlat,MidLandPosition
30,17.17,32.236,31.981,17.78,1.18562710285187,9,FALL,ModerateFlatSand,0.36,SouthernNewEngland,SNE_317,Moderate Flat,MidFlat,MidLandPosition
29,20.05,32.075,31.745,20.47,0.53403115272522,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
138,7.12,33.951,32.821,10.11,1.48982560634613,10,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_7,High Flat,HighFlat,HighLandPosition
147,7.38,33.694,32.868,13.15,2.00040006637573,10,FALL,SideSlopeSilt/Mud,0.03,GulfofMaine,GOM_5,Side Slope,HighSlope,HighLandPosition
113,7.74,32.99,31.631,10.52,3.74058938026428,10,FALL,LowSlopeSilt/Mud,0.03,GulfofMaine,GOM_2,Low Slope,LowSlope,LowLandPosition
152,10.26,34.438,33.33,11.58,1.060332,11,FALL,HighFlatSand,0.17,GulfofMaine,GOM_5,High Flat,HighFlat,HighLandPosition
209,9.39,33.084,32.765,9.11,0.7159892,12,FALL,DeeperDepressionGravel,0.5,GulfofMaine,GOM_7,Deeper Depression,Depression,LowLandPosition
75,6.8,32.933,32.147,11.5,1.99035251140594,11,FALL,HighFlatSand,0.48,GulfofMaine,GOM_2,High Flat,HighFlat,HighLandPosition
88,12.77,33.976,32.845,16.81,2.35655117034912,10,FALL,SomewhatDeepFlatSand,0.35,GulfofMaine,GOM_9/133/183/1451,Somewhat Deep Flat,MidFlat,MidLandPosition
66,14.95,32.253,32.242,14.98,3.86678338050842,10,FALL,ShallowFlatGravel,0.5,GulfofMaine,GOM_9,Shallow Flat,MidFlat,MidLandPosition
65,8.1,32.952,32.484,11.2,1.76879692077637,11,FALL,SideSlopeGravel,0.5,GulfofMaine,GOM_12,Side Slope,HighSlope,HighLandPosition
51,9.57,32.783,33.227,20.74,1.0852472782135,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
25,17.5,30.996,30.64,19,3.62674570083618,10,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
29,18.07,33.413,31.519,25.16,0.490698665380478,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
58,7.99,32.908,33.278,22.44,0.178228184580803,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
58,7.88,32.907,32.241,16.46,3.87511658668518,10,FALL,HighFlatSand,0.35,GulfofMaine,GOM_1,High Flat,HighFlat,HighLandPosition
64,11.93,33.381,33.02,11.36,1.18586993217468,11,FALL,HighFlatGravel,0.5,GulfofMaine,GOM_9,High Flat,HighFlat,HighLandPosition
21,18.55,31.62,31.612,18.63,2.47964239120483,10,FALL,ShallowDepressionSand,0.17,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
52,16.29,32.655,32.652,16.36,1.81101894378662,10,FALL,ShallowFlatGravel,0.5,GulfofMaine,GOM_9,Shallow Flat,MidFlat,MidLandPosition
63,14.4,35.236,33.448,21.4,0.574425399303436,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
23,22.56,32.019,31.986,23.09,11.9527063369751,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
203,7.3,34.011,32.745,10.7,1.52776479721069,11,FALL,DeeperDepressionSilt/Mud,0.03,GulfofMaine,GOM_247,Deeper Depression,Depression,LowLandPosition
60,15.54,32.447,32.447,15.52,2.29266881942749,10,FALL,ShallowDepressionSand,0.35,GulfofMaine,GOM_557,Shallow Depression,Depression,LowLandPosition
65,12.95,32.576,32.343,14.01,1.36215889453888,10,FALL,ShallowFlatSand,0.35,GulfofMaine,GOM_557,Shallow Flat,MidFlat,MidLandPosition
96,10.06,33.328,33.02,10.41,2.72786283493042,10,FALL,SomewhatDeepFlatSilt/Mud,0.03,GulfofMaine,GOM_24,Somewhat Deep Flat,MidFlat,MidLandPosition
23,15.12,32.231,31.813,23.39,1.94868171215057,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
258,12.16,35.508,34.434,23.61,0.204691365361214,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
226,12.03,35.326,34.221,21.67,0.336176216602325,9,FALL,SideSlopeSand,0.35,SouthernNewEngland,SNE_437,Side Slope,HighSlope,HighLandPosition
138,5.78,33.174,32.092,15.37,0.879192888736725,9,FALL,DeepDepressionGravel,0.5,GulfofMaine,GOM_7,Deep Depression,Depression,LowLandPosition
45,16.6,33.84,33.043,14.8,2.07589030265808,10,FALL,HighFlatSand,0.48,SouthernNewEngland,SNE_6,High Flat,HighFlat,HighLandPosition
46,15.02,33.6,32.562,20.39,0.53403115272522,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
121,12.67,35.364,32.228,22.4,0.343510717153549,9,FALL,ShallowDepressionSand,0.48,SouthernNewEngland,SNE_200,Shallow Depression,Depression,LowLandPosition
